uo;tipo_siafi;no_siafi;ano_exercicio_receita;codigo_classificacao_receita;tipo_de_receita;fonte;receita_arrecadada_r;classificacao_receita;registro_receita;data_da_arrecadacao
2311;Convênio;9283218;2024;1321.01.0.1.01.000;Rendimento;70;628,08;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9286365;2024;1321.01.0.1.01.000;Rendimento;70;713,79;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9290599;2024;1321.01.0.1.01.000;Rendimento;70;564,23;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9290600;2024;1321.01.0.1.01.000;Rendimento;70;494,40;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9290601;2024;1321.01.0.1.01.000;Rendimento;70;851,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9312404;2024;1321.01.0.1.01.000;Rendimento;70;569,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9313095;2024;1321.01.0.1.01.000;Rendimento;60;1,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9315532;2024;1321.01.0.1.01.000;Rendimento;70;596,94;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9317173;2024;1321.01.0.1.01.000;Rendimento;70;190,25;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9317959;2024;1321.01.0.1.01.000;Rendimento;70;715,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9317965;2024;1321.01.0.1.01.000;Rendimento;70;16.961,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9340586;2024;1321.01.0.1.01.000;Rendimento;70;624,59;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341222;2024;1321.01.0.1.01.000;Rendimento;70;23,43;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341224;2024;1321.01.0.1.01.000;Rendimento;70;11,63;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341277;2024;1321.01.0.1.01.000;Rendimento;70;11.557,04;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341290;2024;1321.01.0.1.01.000;Rendimento;70;54,34;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341291;2024;1321.01.0.1.01.000;Rendimento;70;96,81;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341292;2024;1321.01.0.1.01.000;Rendimento;70;287,77;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9341442;2024;1321.01.0.1.01.000;Rendimento;70;9.767,52;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9344023;2024;1321.01.0.1.01.000;Rendimento;70;299,22;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9344189;2024;1321.01.0.1.01.000;Rendimento;60;0,77;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9372564;2024;1321.01.0.1.01.000;Rendimento;60;57,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9372564;2024;1321.01.0.1.01.000;Rendimento;24;3.034,43;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9380051;2024;1321.01.0.1.01.000;Rendimento;70;8.149,39;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9388879;2024;1321.01.0.1.01.000;Rendimento;70;118,88;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9391294;2024;1321.01.0.1.01.000;Rendimento;70;404,03;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9395038;2024;1321.01.0.1.01.000;Rendimento;70;237,98;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9408376;2024;1321.01.0.1.01.000;Rendimento;70;140,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9408376;2024;1732.50.0.1.01.000;Receita Corrente;70;5.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;29/02/2024
2311;Convênio;9408377;2024;1321.01.0.1.01.000;Rendimento;70;4.376,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9408377;2024;1732.50.0.1.01.000;Receita Corrente;70;155.657,53;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;29/02/2024
2311;Convênio;9408379;2024;1321.01.0.1.01.000;Rendimento;70;1.500,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9408379;2024;1732.50.0.1.01.000;Receita Corrente;70;52.770,24;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;29/02/2024
2311;Convênio;9408381;2024;1321.01.0.1.01.000;Rendimento;70;2.937,67;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2311;Convênio;9408381;2024;1732.50.0.1.01.000;Receita Corrente;70;104.487,82;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;29/02/2024
2311;Portaria;9395027;2024;1321.01.0.1.01.000;Rendimento;36;1.352,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
2321;Convênio;9344197;2024;1321.01.0.1.01.000;Rendimento;24;40,88;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;29/02/2024
1261;Portaria;9412578;2024;1321.01.0.1.01.000;Rendimento;36;783,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/02/2024
1261;Portaria;9412578;2024;1714.99.0.1.02.000;Receita Corrente;36;106.065,01;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PRONATEC;Arrecadado;28/02/2024
1301;Convênio;9325275;2024;2414.54.0.1.04.000;Receita de Capital;24;1.623.500,00;TRANSPORTE - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;Arrecadado;28/02/2024
2241;Convênio;9276559;2024;1321.01.0.1.01.000;Rendimento;31;125,75;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/02/2024
2271;Convênio;9408088;2024;1732.50.0.1.01.000;Receita Corrente;70;50.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;28/02/2024
2271;Convênio;9408782;2024;1321.01.0.1.01.000;Rendimento;70;2.444,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;28/02/2024
2271;Convênio;9408782;2024;2432.50.0.1.01.000;Receita de Capital;70;479.266,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;28/02/2024
1071;Portaria;9345638;2024;1321.01.0.1.01.000;Rendimento;57;34.947,96;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1251;Convênio;9345969;2024;1321.01.0.1.01.000;Rendimento;68;232,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1301;Convênio;9288250;2024;1321.01.0.1.01.000;Rendimento;24;8.738,18;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1301;Convênio;9292038;2024;1321.01.0.1.01.000;Rendimento;24;23.880,84;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1301;Convênio;9325274;2024;1321.01.0.1.01.000;Rendimento;24;35.729,66;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1301;Portaria;9348878;2024;1321.01.0.1.01.000;Rendimento;57;11,99;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
2271;Convênio;9408778;2024;1321.01.0.1.01.000;Rendimento;70;1.019,90;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
2271;Convênio;9408778;2024;2432.50.0.1.01.000;Receita de Capital;70;200.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;27/02/2024
2271;Convênio;9408780;2024;1321.01.0.1.01.000;Rendimento;70;1.529,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
2271;Convênio;9408780;2024;2432.50.0.1.01.000;Receita de Capital;70;300.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;27/02/2024
4291;Portaria;9393698;2024;1321.01.0.1.01.000;Rendimento;57;216.365,03;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;27/02/2024
1401;Convênio;9315157;2024;1321.01.0.1.01.000;Rendimento;10;23,07;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9321167;2024;1321.01.0.1.01.000;Rendimento;10;1.220,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9321167;2024;1321.01.0.1.01.000;Rendimento;24;51.288,87;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9325273;2024;1321.01.0.1.01.000;Rendimento;24;4.007,95;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9325280;2024;1321.01.0.1.01.000;Rendimento;24;22.885,85;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9363607;2024;1321.01.0.1.01.000;Rendimento;1;1.498,14;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9368834;2024;1321.01.0.1.01.000;Rendimento;10;1.821,30;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
1401;Convênio;9368834;2024;1321.01.0.1.01.000;Rendimento;2;56.053,13;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;26/02/2024
2241;Convênio;9276559;2024;1321.01.0.1.01.000;Rendimento;60;1.426,55;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;23/02/2024
2271;Convênio;9372618;2024;1321.01.0.1.01.000;Rendimento;70;16.599,95;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;23/02/2024
2301;Convênio;9275666;2024;1321.01.0.1.01.000;Rendimento;70;3.975,77;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;23/02/2024
2301;Convênio;9275668;2024;1321.01.0.1.01.000;Rendimento;70;3.975,76;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;23/02/2024
1251;Convênio;9345692;2024;1732.99.0.1.23.001;Receita Corrente;70;2.200,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;22/02/2024
1251;Convênio;9345692;2024;2432.99.0.1.22.001;Receita de Capital;70;4.800,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;22/02/2024
1251;Convênio;9389724;2024;2432.99.0.1.22.001;Receita de Capital;70;341.477,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;22/02/2024
1401;Acordo/Ajuste;9344844;2024;1321.01.0.1.01.000;Rendimento;74;18,26;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
1511;Convênio;9301342;2024;0.....;0;0;1.077,84;SEM INFORMACAO;Arrecadado;22/02/2024
2271;Convênio;9405401;2024;1321.01.0.1.01.000;Rendimento;70;3.180,21;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2271;Convênio;9405403;2024;1321.01.0.1.01.000;Rendimento;70;1.183,31;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2271;Convênio;9405840;2024;1321.01.0.1.01.000;Rendimento;70;839,19;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2271;Convênio;9408086;2024;1732.50.0.1.01.000;Receita Corrente;70;140.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;22/02/2024
2301;Convênio;9319176;2024;1321.01.0.1.01.000;Rendimento;68;66.488,52;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9324028;2024;1321.01.0.1.01.000;Rendimento;70;54.697,30;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9324184;2024;1321.01.0.1.01.000;Rendimento;70;1.666,78;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9337179;2024;1321.01.0.1.01.000;Rendimento;70;37.291,01;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9340394;2024;1321.01.0.1.01.000;Rendimento;70;106.349,41;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9344183;2024;1321.01.0.1.01.000;Rendimento;70;87.226,32;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Convênio;9371449;2024;1321.01.0.1.01.000;Rendimento;68;17.658,78;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
2301;Acordo/Ajuste;9372705;2024;1321.01.0.1.01.000;Rendimento;74;162.588,73;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;22/02/2024
1251;Convênio;9280770;2024;1732.99.0.1.23.001;Receita Corrente;70;40.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;21/02/2024
1251;Convênio;9286435;2024;1732.99.0.1.23.001;Receita Corrente;70;8.000,00;SEGURANCA PUBLICA - DIVERSOS MUNICIPIOS;Arrecadado;21/02/2024
1401;Convênio;9276279;2024;1321.01.0.1.01.000;Rendimento;70;1.456,42;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9286434;2024;1321.01.0.1.01.000;Rendimento;70;969,79;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9291916;2024;1321.01.0.1.01.000;Rendimento;70;318,87;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9323554;2024;1321.01.0.1.01.000;Rendimento;70;20,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9327388;2024;1321.01.0.1.01.000;Rendimento;70;228,09;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9337559;2024;1321.01.0.1.01.000;Rendimento;70;192,18;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9344011;2024;1321.01.0.1.01.000;Rendimento;70;3.440,89;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9370954;2024;1321.01.0.1.01.000;Rendimento;70;130,33;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9372109;2024;1321.01.0.1.01.000;Rendimento;70;1.914,50;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9372111;2024;1321.01.0.1.01.000;Rendimento;70;23,33;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9372713;2024;1321.01.0.1.01.000;Rendimento;70;1.030,45;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9379469;2024;1321.01.0.1.01.000;Rendimento;70;73,19;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9385570;2024;1321.01.0.1.01.000;Rendimento;70;602,83;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9385737;2024;1321.01.0.1.01.000;Rendimento;70;311,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Convênio;9404021;2024;1321.01.0.1.01.000;Rendimento;70;1.731,15;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Acordo/Ajuste;9271652;2024;1321.01.0.1.01.000;Rendimento;66;5,39;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Acordo/Ajuste;9292085;2024;1321.01.0.1.01.000;Rendimento;66;1.522,89;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1401;Acordo/Ajuste;9344199;2024;1321.01.0.1.01.000;Rendimento;66;2.175,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1481;Convênio;9288059;2024;1321.01.0.1.01.000;Rendimento;10;1.363,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
2271;Convênio;9337873;2024;0.....;0;0;248,33;SEM INFORMACAO;Arrecadado;21/02/2024
2271;Convênio;9346152;2024;1321.01.0.1.01.000;Rendimento;70;6.355,87;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;21/02/2024
1451;Convênio;9319191;2024;1321.01.0.1.01.000;Rendimento;10;5,90;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;20/02/2024
2271;Convênio;9403702;2024;1321.01.0.1.01.000;Rendimento;70;633,79;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;20/02/2024
4291;Portaria;9410247;2024;2411.51.4.1.01.000;Receita de Capital;93;2.800.000,00;TRANSF. BLOCO ESTRUT. REDE SERV. SAUDE - VIGILANCIA SAUDE - PRINC. - EPIDEMIOLOGICA;Arrecadado;20/02/2024
4701;Portaria;9341441;2024;1321.01.0.1.01.000;Rendimento;10;37.393,36;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;20/02/2024
4701;Portaria;9341441;2024;1321.01.0.1.01.000;Rendimento;57;95.679,56;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;20/02/2024
1231;Convênio;9276568;2024;1321.01.0.1.01.000;Rendimento;10;49,28;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
1231;Convênio;9276568;2024;1321.01.0.1.01.000;Rendimento;24;2.355,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
1451;Convênio;9372558;2024;1321.01.0.1.01.000;Rendimento;24;60,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9372112;2024;1321.01.0.1.01.000;Rendimento;70;14.966,44;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9372113;2024;1321.01.0.1.01.000;Rendimento;70;5.564,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9408777;2024;1321.01.0.1.01.000;Rendimento;70;892,42;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9408777;2024;1732.50.0.1.01.000;Receita Corrente;70;175.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;19/02/2024
2271;Convênio;9408809;2024;1321.01.0.1.01.000;Rendimento;70;509,95;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9408809;2024;1732.50.0.1.01.000;Receita Corrente;70;100.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;19/02/2024
2271;Convênio;9408810;2024;1321.01.0.1.01.000;Rendimento;70;539,86;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;19/02/2024
2271;Convênio;9408810;2024;1732.50.0.1.01.000;Receita Corrente;70;105.866,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;19/02/2024
1451;Convênio;9319190;2024;1321.01.0.1.01.000;Rendimento;10;1,17;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9319191;2024;1321.01.0.1.01.000;Rendimento;10;14,57;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9319193;2024;1321.01.0.1.01.000;Rendimento;10;664,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9345820;2024;1321.01.0.1.01.000;Rendimento;10;28,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9362450;2024;1321.01.0.1.01.000;Rendimento;10;9,86;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9372558;2024;1321.01.0.1.01.000;Rendimento;10;399,27;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
1451;Convênio;9372559;2024;1321.01.0.1.01.000;Rendimento;10;82,01;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
2261;Convênio;9321271;2024;1321.01.0.1.01.000;Rendimento;24;23.905,91;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;16/02/2024
2271;Convênio;9408779;2024;1732.50.0.1.01.000;Receita Corrente;70;100.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;16/02/2024
2271;Convênio;9408808;2024;1732.50.0.1.01.000;Receita Corrente;70;100.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;16/02/2024
2271;Convênio;9408811;2024;1732.50.0.1.01.000;Receita Corrente;70;175.000,00;SUS-SAUDE - DIVERSOS MUNICIPIOS;Arrecadado;16/02/2024
4291;Portaria;9408767;2024;1713.50.5.1.05.000;Receita Corrente;92;1.000.000,00;TRANSF. BLOCO MANUT. ASPS - GESTAO SUS - PRINC. - VALORIZAGTES-SUS;Arrecadado;16/02/2024
1511;Convênio;9270124;2024;1321.01.0.1.01.000;Rendimento;1;654,10;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9270149;2024;1321.01.0.1.01.000;Rendimento;24;522,00;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9301342;2024;1321.01.0.1.01.000;Rendimento;1;829,66;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9301344;2024;1321.01.0.1.01.000;Rendimento;1;142,49;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9317482;2024;1321.01.0.1.01.000;Rendimento;2;5.212,22;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9317880;2024;1321.01.0.1.01.000;Rendimento;70;53,76;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9318425;2024;1321.01.0.1.01.000;Rendimento;70;25,09;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9318432;2024;1321.01.0.1.01.000;Rendimento;70;30,43;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9318433;2024;1321.01.0.1.01.000;Rendimento;70;41,68;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9320345;2024;1321.01.0.1.01.000;Rendimento;24;938,36;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9349516;2024;1321.01.0.1.01.000;Rendimento;2;18.914,29;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9359872;2024;1321.01.0.1.01.000;Rendimento;1;3.918,21;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9361850;2024;1321.01.0.1.01.000;Rendimento;24;7.627,02;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9363624;2024;1321.01.0.1.01.000;Rendimento;24;2.506,81;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9369193;2024;1321.01.0.1.01.000;Rendimento;70;931,67;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9370956;2024;1321.01.0.1.01.000;Rendimento;70;115,65;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9396683;2024;1321.01.0.1.01.000;Rendimento;70;1.784,11;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9404126;2024;1321.01.0.1.01.000;Rendimento;70;5.240,39;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406551;2024;1321.01.0.1.01.000;Rendimento;70;5.017,50;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406860;2024;1321.01.0.1.01.000;Rendimento;70;369,47;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406862;2024;1321.01.0.1.01.000;Rendimento;70;337,93;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406865;2024;1321.01.0.1.01.000;Rendimento;70;369,47;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406874;2024;1321.01.0.1.01.000;Rendimento;70;112,64;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406876;2024;1321.01.0.1.01.000;Rendimento;70;20,51;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406878;2024;1321.01.0.1.01.000;Rendimento;70;180,89;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9406881;2024;1321.01.0.1.01.000;Rendimento;70;386,12;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
1511;Convênio;9407391;2024;1321.01.0.1.01.000;Rendimento;70;28,17;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;Arrecadado;09/02/2024
